TOKEN,NE-COARSE-LIT,NE-COARSE-METO,NE-FINE-LIT,NE-FINE-METO,NE-FINE-COMP,NE-NESTED,NEL-LIT,NEL-METO,MISC
toutes,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
ou¬,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
vrières,I-ORG,_,O,_,_,O,_,_,_
le,B-ORG,_,O,_,_,O,_,_,_
connaissaient,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
C,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
était,I-PER,_,O,_,_,O,_,_,_
celui,I-PER,_,O,_,_,O,_,_,_
qu,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
elles,I-PER,_,O,_,_,O,_,_,_
appelaient,B-ORG,_,O,_,_,O,_,_,_
entre,B-ORG,_,O,_,_,O,_,_,_
elles,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
le,I-PER,_,O,_,_,O,_,_,_
comte,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
C,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
était,B-ORG,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
comte,O,_,O,_,_,O,NIL,_,_
de,I-PER,_,O,_,_,O,NIL,_,_
la,B-HumanProd,_,O,_,_,O,NIL,_,_
Guairinière,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
en,I-PER,_,O,_,_,O,_,_,_
effet,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
qui,O,_,O,_,_,O,_,_,_
ayant,I-ORG,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
son,I-PER,_,O,_,_,O,_,_,_
côté,O,_,O,_,_,O,_,_,_
aperçu,O,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
deux,O,_,O,_,_,O,_,_,_
frè¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
res,I-PER,_,O,_,_,O,_,_,_
dans,I-PER,_,O,_,_,O,_,_,_
le,B-ORG,_,O,_,_,O,_,_,_
passage,I-PER,_,O,_,_,O,_,_,_
Ganneron,B-ORG,_,O,_,_,O,NIL,_,_
et,I-PER,_,O,_,_,O,_,_,_
aux,B-HumanProd,_,O,_,_,O,_,_,_
abords,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
de,B-ORG,_,O,_,_,O,_,_,_
l,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
atelier,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
Riri,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
dans,I-PER,_,O,_,_,O,_,_,_
la,B-ORG,_,O,_,_,O,_,_,_
rue,O,_,O,_,_,O,Q3141845,_,_
de,B-ORG,_,O,_,_,O,Q3141845,_,_
la,I-PER,_,O,_,_,O,Q3141845,_,_
Paix,I-PER,_,O,_,_,O,Q3141845,_,NoSpaceAfter
",",I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
se,I-PER,_,O,_,_,O,_,_,_
douta,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
l,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
amour,B-ORG,_,O,_,_,O,_,_,_
des,B-ORG,_,O,_,_,O,_,_,_
fils,I-PER,_,O,_,_,O,_,_,_
du,I-PER,_,O,_,_,O,_,_,_
banquier,B-ORG,_,O,_,_,O,NIL,_,NoSpaceAfter
Montreil,O,_,O,_,_,O,NIL,_,_
pour,B-ORG,_,O,_,_,O,_,_,_
celle,B-ORG,_,O,_,_,O,_,_,_
dont,I-ORG,_,O,_,_,O,_,_,_
il,O,_,O,_,_,O,_,_,_
avait,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
lui,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
si,O,_,O,_,_,O,_,_,_
gran¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
dement,I-PER,_,O,_,_,O,_,_,_
envie,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Tous,B-ORG,_,O,_,_,O,_,_,_
droits,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
reproduction,I-PER,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
traduction,I-PER,_,O,_,_,O,_,_,_
ré,O,_,O,_,_,O,_,_,NoSpaceAfter
-,O,_,O,_,_,O,_,_,NoSpaceAfter
servés,I-ORG,_,O,_,_,O,_,_,_
en,I-PER,_,O,_,_,O,_,_,_
France,B-HumanProd,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
étranger,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Copyright,I-PER,_,O,_,_,O,_,_,_
1909,B-ORG,_,O,_,_,O,_,_,_
by,I-ORG,_,O,_,_,O,_,_,_
Léon,B-ORG,_,B-PER.author,_,_,O,Q3271324,_,_
Sazie,I-PER,_,I-PER.author,_,_,O,Q3271324,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Le,I-ORG,_,O,_,_,O,_,_,_
comte,O,_,O,_,_,O,NIL,_,_
de,B-ORG,_,O,_,_,O,NIL,_,_
la,I-PER,_,O,_,_,O,NIL,_,_
Guairinière,I-PER,_,O,_,_,O,NIL,_,_
résolut,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
afin,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
de,I-PER,_,O,_,_,O,_,_,_
ne,I-PER,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
laisser,O,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
des,B-ORG,_,O,_,_,O,_,_,_
rivaux,B-ORG,_,O,_,_,O,_,_,_
cette,I-PER,_,O,_,_,O,_,_,_
adora¬,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
ble,O,_,O,_,_,O,_,_,_
conquête,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
brusquer,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
choses,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Mais,I-PER,_,O,_,_,O,_,_,_
il,O,_,O,_,_,O,_,_,_
ne,B-ORG,_,O,_,_,O,_,_,_
comptait,I-PER,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
assez,O,_,O,_,_,O,_,_,_
avec,B-ORG,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,NoSpaceAfter
droiture,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
l,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
honnêteté,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
Riri,O,_,O,_,_,O,NIL,_,NoSpaceAfter
.,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Le,I-PER,_,O,_,_,O,_,_,_
comte,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
habitué,B-ORG,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
voir,I-ORG,_,O,_,_,O,_,_,_
céder,I-PER,_,O,_,_,O,_,_,_
dès,O,_,O,_,_,O,_,_,_
ses,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
premières,I-ORG,_,O,_,_,O,_,_,_
propositions,I-ORG,_,O,_,_,O,_,_,_
bien,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
autres,B-HumanProd,_,O,_,_,O,_,_,_
fem¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
mes,O,_,O,_,_,O,_,_,_
qui,I-PER,_,O,_,_,O,_,_,_
paraissaient,I-PER,_,O,_,_,O,_,_,_
plus,I-PER,_,O,_,_,O,_,_,_
difficiles,B-ORG,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
vain¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
cre,I-PER,_,O,_,_,O,_,_,_
que,O,_,O,_,_,O,_,_,_
cette,B-ORG,_,O,_,_,O,_,_,_
petite,O,_,O,_,_,O,_,_,_
ouvrière,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
se,O,_,O,_,_,O,_,_,_
trompa,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
grandement,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Il,B-HumanProd,_,O,_,_,O,_,_,_
connut,O,_,O,_,_,O,_,_,_
là,O,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
peut,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
être,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-HumanProd,_,O,_,_,O,_,_,_
sa,I-PER,_,O,_,_,O,_,_,_
première,I-PER,_,O,_,_,O,_,_,_
décep¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
tion,B-ORG,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
séducteur,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
sa,I-PER,_,O,_,_,O,_,_,_
première,B-ORG,_,O,_,_,O,_,_,_
défaite,I-ORG,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
don,O,_,O,_,_,O,Q210372,_,_
Juan,O,_,O,_,_,O,Q210372,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
il,O,_,O,_,_,O,_,_,_
était,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Son,I-PER,_,O,_,_,O,_,_,_
amour,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
-,O,_,O,_,_,O,_,_,NoSpaceAfter
propre,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
autant,I-PER,_,O,_,_,O,_,_,_
que,B-ORG,_,O,_,_,O,_,_,_
sa,B-ORG,_,O,_,_,O,_,_,_
haine,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
pour,B-HumanProd,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
deux,O,_,O,_,_,O,_,_,_
frères,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-ORG,_,O,_,_,O,_,_,_
le,B-ORG,_,O,_,_,O,_,_,_
poussa,I-PER,_,O,_,_,O,_,_,_
à,B-ORG,_,O,_,_,O,_,_,_
conti¬,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
nuer,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
malgré,B-ORG,_,O,_,_,O,_,_,_
ce,I-PER,_,O,_,_,O,_,_,_
premier,I-ORG,_,O,_,_,O,_,_,_
échec,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-ORG,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
poursuite,O,_,O,_,_,O,_,_,NoSpaceAfter
de,O,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
conquête,O,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
Riri,B-HumanProd,_,O,_,_,O,NIL,_,_
dont,O,_,O,_,_,O,_,_,_
il,O,_,O,_,_,O,_,_,_
se,O,_,O,_,_,O,_,_,_
déclarait,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
vraiment,O,_,O,_,_,O,_,_,_
désireux,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-HumanProd,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
à,I-PER,_,O,_,_,O,_,_,_
tout,O,_,O,_,_,O,_,_,_
prix,I-ORG,_,O,_,_,O,_,_,_
il,B-ORG,_,O,_,_,O,_,_,_
vou¬,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
lait,I-ORG,_,O,_,_,O,_,_,_
vaincre,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Peut,O,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
être,I-PER,_,O,_,_,O,_,_,_
bien,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
en,I-PER,_,O,_,_,O,_,_,_
outre,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-ORG,_,O,_,_,O,_,_,_
y,O,_,O,_,_,O,_,_,_
avait,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
il,B-ORG,_,O,_,_,O,_,_,_
dans,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
cette,I-PER,_,O,_,_,O,_,_,_
poursuite,B-HumanProd,_,O,_,_,O,_,_,_
par,I-PER,_,O,_,_,O,_,_,_
lui,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
dans,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
conquête,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,NoSpaceAfter
cette,I-PER,_,O,_,_,O,_,_,_
petite,O,_,O,_,_,O,_,_,_
ouvrière,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
un,I-PER,_,O,_,_,O,_,_,_
autre,B-ORG,_,O,_,_,O,_,_,_
attrait,I-PER,_,O,_,_,O,_,_,_
que,I-PER,_,O,_,_,O,_,_,_
la,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
simple,O,_,O,_,_,O,_,_,_
satisfaction,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
un,I-PER,_,O,_,_,O,_,_,_
amour,I-PER,_,O,_,_,O,_,_,_
passager,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Le,O,_,O,_,_,O,_,_,_
comte,O,_,O,_,_,O,NIL,_,_
de,I-PER,_,O,_,_,O,NIL,_,_
la,I-PER,_,O,_,_,O,NIL,_,_
Guairinière,I-PER,_,O,_,_,O,NIL,_,_
n,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
était,I-PER,_,O,_,_,O,_,_,_
pas,O,_,O,_,_,O,_,_,NoSpaceAfter
homme,O,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
se,B-ORG,_,O,_,_,O,_,_,_
lancer,I-PER,_,O,_,_,O,_,_,_
dans,I-ORG,_,O,_,_,O,_,_,_
une,I-PER,_,O,_,_,O,_,_,_
pareille,B-HumanProd,_,O,_,_,O,_,_,_
aven¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
ture,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
risquer,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
se,I-PER,_,O,_,_,O,_,_,_
couvrir,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
ridicule,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,NoSpaceAfter
sans,B-HumanProd,_,O,_,_,O,_,_,_
un,B-ORG,_,O,_,_,O,_,_,_
intérêt,I-PER,_,O,_,_,O,_,_,_
puissant,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Mais,B-ORG,_,O,_,_,O,_,_,_
que,B-HumanProd,_,O,_,_,O,_,_,_
pouvait,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
-,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
il,O,_,O,_,_,O,_,_,_
bien,O,_,O,_,_,O,_,_,_
attendre,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
cette,O,_,O,_,_,O,_,_,NoSpaceAfter
Riri,O,_,O,_,_,O,NIL,_,_
la,I-PER,_,O,_,_,O,NIL,_,_
Jolie,I-PER,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
fille,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
Mme,I-PER,_,O,_,_,O,NIL,_,_
Ménardier,O,_,O,_,_,O,NIL,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,NoSpaceAfter
qui,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
dans,B-ORG,_,O,_,_,O,_,_,_
un,I-PER,_,O,_,_,O,_,_,_
taudis,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
se,B-ORG,_,O,_,_,O,_,_,_
mourait,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
misère,O,_,O,_,_,O,_,_,_
?,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
Cependant,I-ORG,_,O,_,_,O,_,_,_
il,O,_,O,_,_,O,_,_,_
était,O,_,O,_,_,O,_,_,_
fortement,B-ORG,_,O,_,_,O,_,_,_
décidé,I-PER,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
ve¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
nir,O,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
bout,O,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
résistance,O,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
Riri,O,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
—,O,_,O,_,_,O,_,_,_
Un,O,_,O,_,_,O,_,_,_
peu,I-PER,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,_
patience,O,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
fit,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
-,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
il,O,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
encore,B-ORG,_,O,_,_,O,_,_,_
un,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
coup,B-ORG,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
audace,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
.,I-PER,_,O,_,_,O,_,_,_
et,B-ORG,_,O,_,_,O,_,_,_
nous,O,_,O,_,_,O,_,_,_
arriverons,O,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
tenir,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
cette,B-ORG,_,O,_,_,O,_,_,_
jolie,I-PER,_,O,_,_,O,NIL,_,_
Riri,I-PER,_,O,_,_,O,NIL,_,_
dont,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
vertu,O,_,O,_,_,O,_,_,_
finira,I-PER,_,O,_,_,O,_,_,_
bien,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
par,I-PER,_,O,_,_,O,_,_,_
s,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
apprivoiser,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
D,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
ailleurs,I-PER,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
comte,O,_,O,_,_,O,NIL,_,_
de,O,_,O,_,_,O,NIL,_,_
la,I-PER,_,O,_,_,O,NIL,_,_
Guairinière,I-PER,_,O,_,_,O,NIL,_,_
ne,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
pouvait,I-PER,_,O,_,_,O,_,_,_
s,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
endormir,O,_,O,_,_,O,_,_,_
sur,O,_,O,_,_,O,_,_,_
une,I-PER,_,O,_,_,O,_,_,_
rebuffade,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
ce,O,_,O,_,_,O,_,_,NoSpaceAfter
genre,O,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,_
accepter,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
si,O,_,O,_,_,O,_,_,_
bon,O,_,O,_,_,O,_,_,_
cœur,O,_,O,_,_,O,_,_,_
un,I-PER,_,O,_,_,O,_,_,_
pareil,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
affront,O,_,O,_,_,O,_,_,_
!,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
—,O,_,O,_,_,O,_,_,_
J,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
ai,I-PER,_,O,_,_,O,_,_,_
plusieurs,B-ORG,_,O,_,_,O,_,_,_
moyens,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
se,I-ORG,_,O,_,_,O,_,_,_
dit,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
-,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
il,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
fai¬,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
re,I-PER,_,O,_,_,O,_,_,_
entendre,I-PER,_,O,_,_,O,_,_,_
raison,B-ORG,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
Riri,B-HumanProd,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
.,I-PER,_,O,_,_,O,_,_,_
Si,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
moyens,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
simples,O,_,O,_,_,O,_,_,_
et,B-ORG,_,O,_,_,O,_,_,_
habituels,I-PER,_,O,_,_,O,_,_,_
ne,O,_,O,_,_,O,_,_,_
suffisent,O,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
il,I-PER,_,O,_,_,O,_,_,_
en,O,_,O,_,_,O,_,_,NoSpaceAfter
est,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
autres,B-ORG,_,O,_,_,O,_,_,_
beaucoup,I-PER,_,O,_,_,O,_,_,_
plus,I-PER,_,O,_,_,O,_,_,_
décisifs,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
meil¬,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
leurs,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
dont,O,_,O,_,_,O,_,_,_
je,I-PER,_,O,_,_,O,_,_,_
me,O,_,O,_,_,O,_,_,_
servirai,I-PER,_,O,_,_,O,_,_,_
!,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
Et,I-PER,_,O,_,_,O,_,_,_
il,O,_,O,_,_,O,_,_,_
se,B-ORG,_,O,_,_,O,_,_,_
répéta,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
—,O,_,O,_,_,O,_,_,_
Riri,O,_,O,_,_,O,NIL,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
ma,I-PER,_,O,_,_,O,_,_,_
jolie,I-PER,_,O,_,_,O,NIL,_,_
Riri,B-HumanProd,_,O,_,_,O,NIL,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,I-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,_
il,I-PER,_,O,_,_,O,_,_,_
faut,I-PER,_,O,_,_,O,_,_,_
que,B-ORG,_,O,_,_,O,_,_,_
tu,O,_,O,_,_,O,_,_,_
